category,parameter,level,value,secpi_mean,secpi_std
Species_Allometry,Banaba.l1,high,2.07,4.3241,0.01390557442179201
Species_Allometry,Banaba.h0,low,38.93,4.328416666666667,0.007756108703610462
Species_Allometry,Banaba.h0,high,52.669999999999995,4.33045,0.0025400131233255106
Species_Allometry,Banaba.h1,low,0.612,4.329866666666667,0.005438494481216299
Species_Allometry,Banaba.h1,high,0.828,4.331583333333334,0.004656238348232828
Species_Allometry,Kabiki.l0,low,0.187,4.323799999999999,0.012206828689986115
Species_Allometry,Kabiki.l0,high,0.253,4.334966666666666,4.7140452078993306e-05
Species_Allometry,Kabiki.l1,low,1.5725,4.334583333333334,0.00013123346456655766
Species_Allometry,Kabiki.l1,high,2.1275,4.326350000000001,0.011066239951612341
Species_Allometry,Kabiki.h0,low,41.225,4.333166666666667,0.00162497863233801
Species_Allometry,Kabiki.h0,high,55.775,4.318566666666666,0.021657344148245567
Species_Allometry,Kabiki.h1,low,0.6204999999999999,4.3247,0.008152402508872484
Species_Allometry,Kabiki.h1,high,0.8394999999999999,4.333116666666666,0.001960158723731916
Species_Allometry,Duhat.l0,low,0.153,4.328633333333333,0.007404540648968234
Species_Allometry,Duhat.l0,high,0.207,4.3332,0.0021575449010391356
Species_Allometry,Duhat.l1,low,1.4875,4.330416666666666,0.0033688111981658225
Species_Allometry,Duhat.l1,high,2.0124999999999997,4.330233333333333,0.0008778129388177483
Species_Allometry,Duhat.h0,low,35.955,4.3294999999999995,0.005589871793401736
Species_Allometry,Duhat.h0,high,48.644999999999996,4.326466666666668,0.010956073911559587
Species_Allometry,Duhat.h1,low,0.595,4.332066666666667,0.003196178273431457
Species_Allometry,Duhat.h1,high,0.8049999999999999,4.3260000000000005,0.008155468513008015
Species_Allometry,Akleng-parang.l0,low,0.1275,4.334183333333334,0.0008488554385497294
Species_Allometry,Akleng-parang.l0,high,0.1725,4.3327,0.0024913182588071564
Species_Allometry,Akleng-parang.l1,low,1.4024999999999999,4.334183333333333,0.0005436502143433219
Species_Allometry,Akleng-parang.l1,high,1.8974999999999997,4.327116666666667,0.00645101197918279
Species_Allometry,Akleng-parang.h0,low,39.185,4.323799999999999,0.008314545487677981
Species_Allometry,Akleng-parang.h0,high,53.015,4.332633333333334,0.0018208667044996938
Species_Allometry,Akleng-parang.h1,low,0.5780000000000001,4.331416666666667,0.004926346403663801
Species_Allometry,Akleng-parang.h1,high,0.782,4.33405,0.0007222649560008225
Cooling_Model,decay_lambda,low,1.2,4.332050000000001,0.0033588192369741364
Cooling_Model,decay_lambda,high,2.8,4.330383333333334,0.0039051959689054574
Cooling_Model,cca_threshold,low,0.8,4.330116666666666,0.0035861616744861796
Cooling_Model,cca_threshold,high,1.6,4.324633333333334,0.006109328022695121
Cooling_Model,competition_k,low,2.5,4.3138,0.020350429970887745
Cooling_Model,competition_k,high,7.5,4.334733333333333,0.00018856180831639191
Weighting,shade_weight,low,0.5,4.331283333333333,0.00423995545049957
Weighting,shade_weight,high,0.9,4.331166666666666,0.005071708018234431
